bing	52	bing	0.8004303111801646
bing	344	live search	0.8004303111801646
bing	354	msn search	0.8004303111801646
bing	98	comparison of web search engines	0.21792688000861285
bing	343	list of search engines	0.1235631760441142
bing	637	web search engine	0.11961757002986387
bing	381	msnbot	0.11149451478967677
bing	277	info.com	0.09885336094784052
bing	447	powerset (company)	0.07640709341632149
bing	326	keyword (internet search)	0.061958646263221076
bing	519	search engine optimization	0.061958646263221076
bing	656	yebol	0.059548077609922374
bing	520	search engine results pages	0.046930215891365895
bing	638	web search query	0.04479088508650642
bing	337	learning to rank	0.03558403417890825
bing	518	search engine marketing	0.03440249987476108
bing	525	semantic search	0.033705694201621554
bing	245	goby inc.	0.03147449631919557
bing	427	organic search	0.03107515464243906
bing	336	leapfish	0.028720576704860664
bing	622	webcrawler	0.026225138878868803
bing	631	web mining	0.025262363861520195
bing	187	dogpile	0.02453254287724927
bing	654	yahoo! search	0.023546344750332397
bing	194	duckduckgo	0.020626757297317038
bing	492	robots.txt	0.018916915407240945
bing	493	robots exclusion standard	0.018916915407240945
bing	373	microsoft	0.01678976807512211
bing	75	carrot2	0.01649883742007743
bing	250	google search	0.01644133843089818
bing	466	quaero	0.014419744342121817
bing	647	wolfram alpha	0.014002912908859076
bing	401	naver	0.012787974727406278
bing	619	volunia	0.012145948074015603
bing	21	altavista	0.011900827096555013
bing	244	go.com	0.008790965810096717
bing	152	data mining	0.0077925012359474485
bing	355	machine learning	0.007584831950965988
bing	35	ask.com	0.0073989993612205715
bing	369	meta tags	0.006040731031753439
bing	117	computer vision	0.005005084132911133
bing	276	index (search engine)	0.004974652394835396
bing	517	search engine indexing	0.004974652394835396
bing	625	web crawler	0.003498385867297458
bing	626	web crawling	0.003498385867297458
bing	241	geographic information systems	0.002548576157808512
bing	45	baidu	0.0025287658865331725
bing	247	google	0.001725781500791921
bing	0	1890 us census	0.0
bing	1	a9.com	0.0
bing	2	acm computing classification system	0.0
bing	3	advise	0.0
bing	4	aol	0.0
bing	5	aol search	0.0
bing	6	academic press	0.0
bing	7	academic journal	0.0
bing	8	accuracy and precision	0.0
bing	9	actuate corporation	0.0
bing	10	adversarial information retrieval	0.0
bing	11	adverse drug reaction	0.0
bing	12	advertising	0.0
bing	13	aggregate (data warehouse)	0.0
bing	14	aggregate function	0.0
bing	15	alan emtage	0.0
bing	16	algorithm	0.0
bing	17	algorithm design	0.0
bing	18	aliweb	0.0
bing	19	alltheweb	0.0
bing	20	alpha consumer	0.0
bing	22	alvin weinberg	0.0
bing	23	analysis of algorithms	0.0
bing	24	analytics	0.0
bing	25	anchor modeling	0.0
bing	26	angoss	0.0
bing	27	anomaly detection	0.0
bing	28	archie comics	0.0
bing	29	archie search engine	0.0
bing	30	argonne national laboratory	0.0
bing	31	artificial intelligence	0.0
bing	32	artificial life	0.0
bing	33	artificial neural network	0.0
bing	34	as we may think	0.0
bing	36	association for computing machinery	0.0
bing	37	association rule	0.0
bing	38	association rule learning	0.0
bing	39	association rule mining	0.0
bing	40	association rules	0.0
bing	41	atlantic monthly	0.0
bing	42	automata theory	0.0
bing	43	automated reasoning	0.0
bing	44	automatic summarization	0.0
bing	46	bayes' theorem	0.0
bing	47	berlekamp	0.0
bing	48	bibliometrics	0.0
bing	49	bill inmon	0.0
bing	50	binary independence model	0.0
bing	51	binary classification	0.0
bing	53	bioinformatic	0.0
bing	54	bioinformatics	0.0
bing	55	biomedical	0.0
bing	56	blackle.com	0.0
bing	57	blekko	0.0
bing	58	boogami	0.0
bing	59	boolean algebra	0.0
bing	60	boolean operators	0.0
bing	61	bram stoker	0.0
bing	62	british petroleum	0.0
bing	63	business intelligence	0.0
bing	64	business intelligence tools	0.0
bing	65	buzzword	0.0
bing	66	c. j. van rijsbergen	0.0
bing	67	capps ii	0.0
bing	68	cern	0.0
bing	69	cikm conference	0.0
bing	70	crisp-dm	0.0
bing	71	calvin mooers	0.0
bing	72	cambridge university press	0.0
bing	73	cancer	0.0
bing	74	carnegie mellon university	0.0
bing	76	case western reserve university	0.0
bing	77	categorization	0.0
bing	78	category theory	0.0
bing	79	censorship	0.0
bing	80	chacha (search engine)	0.0
bing	81	chemicalize.org	0.0
bing	82	chess	0.0
bing	83	chess endgame	0.0
bing	84	churn rate	0.0
bing	85	clarabridge	0.0
bing	86	classification of the sciences (peirce)	0.0
bing	87	cloud storage	0.0
bing	88	cluster analysis	0.0
bing	89	co-occurrence	0.0
bing	90	cognitive science	0.0
bing	91	collaborative information seeking	0.0
bing	92	collaborative search engine	0.0
bing	93	column-oriented dbms	0.0
bing	94	combinatorial game	0.0
bing	95	combinatorics	0.0
bing	96	communications of the acm	0.0
bing	97	comparison of olap servers	0.0
bing	99	compiler	0.0
bing	100	computability theory	0.0
bing	101	computational chemistry	0.0
bing	102	computational complexity theory	0.0
bing	103	computational geometry	0.0
bing	104	computational linguistics	0.0
bing	105	computational neuroscience	0.0
bing	106	computational physics	0.0
bing	107	computational science	0.0
bing	108	computer accessibility	0.0
bing	109	computer animation	0.0
bing	110	computer architecture	0.0
bing	111	computer data storage	0.0
bing	112	computer graphics	0.0
bing	113	computer music	0.0
bing	114	computer networking	0.0
bing	115	computer programming	0.0
bing	116	computer science	0.0
bing	118	concurrency (computer science)	0.0
bing	119	concurrency control	0.0
bing	120	condition monitoring	0.0
bing	121	conference on information and knowledge management	0.0
bing	122	conference on knowledge discovery and data mining	0.0
bing	123	contextual advertising	0.0
bing	124	controlled vocabulary	0.0
bing	125	cornelis j. van rijsbergen	0.0
bing	126	cross-language information retrieval	0.0
bing	127	cross-platform	0.0
bing	128	cross industry standard process for data mining	0.0
bing	129	cryptography	0.0
bing	130	cuil	0.0
bing	131	cultural studies	0.0
bing	132	customer analytics	0.0
bing	133	customer relationship management	0.0
bing	134	cyril w. cleverdon	0.0
bing	135	dna	0.0
bing	136	dashboard (business)	0.0
bing	137	data	0.0
bing	138	data mining extensions	0.0
bing	139	data pre-processing	0.0
bing	140	data vault modeling	0.0
bing	141	data analysis	0.0
bing	142	data cleaning	0.0
bing	143	data clustering	0.0
bing	144	data collection	0.0
bing	145	data dictionary	0.0
